,comment,label,tokenized
1333,"setelah diupdate applikasi ini selalu ada pop up,sesi login habis setelah berpindah dari menu satu ke menu lainnya dan berulang-ulang masuk pakai kode otp. sebelum diupdate selama kita tidak logout maka akan selalu berada di laman home ,ini sangat tidak nyaman ketika check sertifikat vaksin dan kembali ke home,selalu muncul sesi login habis. untuk developer segera perbaiki bugs ini untuk kenyamanan pengguna. terimakasih",,setelah diupdate applikasi ini selalu ada pop up sesi login habis setelah berpindah dari menu satu ke menu lainnya dan masuk pakai kode otp sebelum diupdate selama kita tidak logout maka akan selalu berada di laman home ini sangat tidak nyaman ketika check sertifikat vaksin dan kembali ke home selalu muncul sesi login habis untuk developer segera perbaiki bugs ini untuk kenyamanan pengguna terimakasih
1334,"sering error', hampir tiap hari.",,sering error hampir tiap hari
1335,"disuruh update baru, tapi habis update malah tidak bisa login masuk, bilangnya data fail. daftar ulang lagi, bilangnya sudah daftar. bagaimana sih ini?",,disuruh update baru tapi habis update malah tidak bisa login masuk bilangnya data fail daftar ulang lagi bilangnya sudah daftar bagaimana sih ini
1336,cacat bro ga bisa login,,cacat bro tidak bisa login
1337,"aplikasi suka error, hbs login suka otomatis logout sendiri dan minta login ulang",,aplikasi suka error hbs login suka otomatis logout sendiri dan minta login ulang
1338,abis checkout mnta login ulang terus,,abis checkout mnta login ulang terus
1339,"setelah update malah jadi ngga bisa login, sekalinya bisa login langsung muncul notif sesi anda telah berakhir bikin repot aja",,setelah update malah jadi tidak bisa login sekalinya bisa login langsung muncul notif sesi anda telah berakhir bikin repot aja
1340,"aplikasi super nyebelin, setelah di update malah makin sering error login berulang kali gagal terus, masukin otp gagal terus, kalau ush gagal suruh ngulang, kalo ngulang disuruh nunggu 1 menit, kalo udh ngulang 5 kali disuruh nunggu 3 jam, udh login baru buka sertifikat vaksin aja sesi login udh selesai dan tiba2 keluar sendiri aplikasi ga jelas dan sungguh sangat merepotkan sekali",,aplikasi super nyebelin setelah di update malah makin sering error login berulang kali gagal terus masukin otp gagal terus kalau ush gagal suruh ngulang kalo ngulang disuruh nunggu menit kalo udh ngulang kali disuruh nunggu jam udh login baru buka sertifikat vaksin aja sesi login udh selesai dan keluar sendiri aplikasi tidak jelas dan sungguh sangat merepotkan sekali
1341,because of the recent update i got stuck to get in my own office since we usually scan the qr to verify our vaccine status. this update is terrible. please fx this asap then i might give a better rate for this app.,,because of the recent update i got stuck to get in my own office since we usually scan the qr to verify our vaccine status this update is terrible please fx this asap then i might give a better rate for this app
1342,"bikin emosi banget.. sms kode otp sampai lebih dr 2 menit padahal berlaku hanya 2 menit, konyol kan",,bikin emosi sms kode otp sampai lebih dr menit padahal berlaku hanya menit konyol kan
1343,"setelah diupdate kok makin menurun kinerjanya. dibuat login susah, kode otp tidak terkirim. terus udh bisa login, mencet tombol back doang ada tulisan ""sesi anda telah berakhir"" trs disuruh login kembali. dibuat login lagi yaaa kyk tadi susahnya minta ampun. gimana niiii",,setelah diupdate kok makin menurun kinerjanya dibuat login susah kode otp tidak terkirim terus udh bisa login mencet tombol back doang ada tulisan sesi anda telah berakhir trs disuruh login kembali dibuat login lagi yaaa kyk tadi susahnya minta ampun gimana niiii
1344,"makin hari makin di update makin eror. kita gk butuh ui yg cantik, kita butuh aplikasinya berfungsi. klo perlu balikin ui nya kyk kmren lbh simple. checkin checkout simple.",,makin hari makin di update makin error kita tidak butuh ui yg cantik kita butuh aplikasinya berfungsi klo perlu balikin ui nya kyk kmren lbh simple checkin checkout simple
1345,habis update susah bener login nya!!,,habis update susah bener login nya
1346,"scan qr ga bs, bilangnya sesi sudah habis suruh login ulang. tiap login ulang dibilanh terjadi kesalahan silakan ulangi. uda uninstal insal ulang jg msh ga bs login. kalau release app pastikan app anda layak utk di release apalagi untuk skala nasional begini.",,scan qr tidak bs bilangnya sesi sudah habis suruh login ulang tiap login ulang dibilanh terjadi kesalahan silakan ulangi uda uninstal insal ulang jg msh tidak bs login kalau release app pastikan app anda layak utk di release apalagi untuk skala nasional begini
1347,"akun saya ke logout sendiri, udah susah masuk kemana2 pake ini terus tiba2 ke logout sendiri sii??",,akun saya ke logout sendiri udah susah masuk pake ini terus ke logout sendiri sii
1348,setelah update kadi sangat teramat jelek,,setelah update kadi sangat teramat jelek
1349,"i cant log in, cant even try to register, i work in jakarta which everytime i enter a building i need to scan the barcode, so how am i suppose to work????!!!!!!!!!!!!!!! 💔",,i cant log in cant even try to register i work in jakarta which everytime i enter a building i need to scan the barcode so how am i suppose to work
1350,sumpah aplikasi paling bodoh yang pernah dibuat oleh pemerintah indonesia. cuman bisa main zuma doang lo pada anjg,,sumpah aplikasi paling bodoh yang pernah dibuat oleh pemerintah indonesia cuman bisa main zuma doang lo pada anjg
1351,woy.. tolong dong sy lagi diluar kota hrs scan sana scan sini.. ini aplikasi eror trs hambat kerja saya!!!!,,tolong dong sy lagi diluar kota hrs scan sana scan ini aplikasi error trs hambat kerja saya
1352,"setelah update terakhir 19 okt malah sering log-out sendiri, dan sulit log-in lagi. sebelumnya update lokasinya lemot banget...",,setelah update terakhir okt malah sering sendiri dan sulit lagi sebelumnya update lokasinya lemot banget
1353,update yg terbaru malah banyak masalah lemot dsb,,update yg terbaru malah banyak masalah lemot dsb
1354,its show up my session has ended when i just finally logged in 😑😑😑 its wasting time,,its show up my session has ended when i just finally logged in its wasting time
1355,gilaa nih aplikasi gua lg butuh urgent malah ga bisa d akses... anehh niat ga buat aplikasi ini,,gilaa nih aplikasi gua lg butuh urgent malah tidak bisa d akses anehh niat tidak buat aplikasi ini
1356,"saya ketahan di gerbang selama hampir sejam gegara aplikasi ini susah login ui, kalo belum bener jangan diupdate dulu lah",,saya ketahan di gerbang selama hampir sejam gegara aplikasi ini susah login ui kalo belum bener jangan diupdate dulu lah
1357,the worst application when it comes in qr scan and its loading time.,,the worst application when it comes in qr scan and its loading time
1358,saat setelah update terjadi error saat akan scan barcode dan diminta login ulang,,saat setelah update terjadi error saat akan scan barcode dan diminta login ulang
1359,"update ke versi terbaru malah gabisa login sama sekali, pindah ke website sama aja gabisa login. tolong diperbaiki secepatnya!",,update ke versi terbaru malah tidakbisa login sama sekali pindah ke website sama aja tidakbisa login tolong diperbaiki secepatnya
1360,"setelah di install versi terbaru, saya tidak bisa login sama sekali 🥱",,setelah di install versi terbaru saya tidak bisa login sama sekali
1361,"data rapid test setiap 2 mingguan yang dilaksanakan dr kantor saya tidak pernah terlihat di apps ini, kalaupun ada, hanya ada untuk 2 hari. lalu setelah auto update, tampilannya sekarang juga malah membingungkan. saya tetap tidak bisa update no telp saya dan sekarang malah akun saya log-out dengan sendirinya dan tidak bisa log-in lagi. saya coba log-in dengan 2 email yang saya punya tapi tetap tidak bisa masuk. padahal ini apps diperlukan sekali untuk sehari2.",,data rapid test setiap mingguan yang dilaksanakan dr kantor saya tidak pernah terlihat di apps ini kalaupun ada hanya ada untuk hari lalu setelah auto update tampilannya sekarang juga malah membingungkan saya tetap tidak bisa update no telp saya dan sekarang malah akun saya dengan sendirinya dan tidak bisa lagi saya coba dengan email yang saya punya tapi tetap tidak bisa masuk padahal ini apps diperlukan sekali untuk
1362,"ketika di update malah data hilang, registrasi tidak bisa lagi",,ketika di update malah data hilang registrasi tidak bisa lagi
1363,setelah update tdk dpt login lagi,,setelah update tdk dpt login lagi
1364,aplikasi yang belum matang udh main di share aja. kenapa ya aplikasi buatan pemerintah selalu saja tidak pernah maksimal?,,aplikasi yang belum matang udh main di share aja kenapa ya aplikasi buatan pemerintah selalu saja tidak pernah maksimal
1365,habis update sering force close,,habis update sering force close
1366,ga bisa login,,tidak bisa login
1367,ga bisa login gara2 ga bisa scroll di bagian terms and policy.,,tidak bisa login tidak bisa scroll di bagian terms and policy
1368,"after update, it sucks!",,after update it sucks
1369,"versi lama saja jika versi baru tidak bisa digunakan. dimana-mana update program akan lebih bagus, bukan malah makin buruk.",,versi lama saja jika versi baru tidak bisa digunakan update program akan lebih bagus bukan malah makin buruk
1370,aplikasi tolol..error mulu,,aplikasi mulu
1371,yakin safety aplikasinya bagus? soalnya ini ngetracking posisi kita terus aplikasinya. nge bug lagi. dahlah,,yakin safety aplikasinya bagus soalnya ini ngetracking posisi kita terus aplikasinya nge bug lagi dahlah
1372,update terbaru menyebabkan saya tidak bisa login dgn no telepon dan email. gagal terus. padahal ini dibutuhkan utk akses fasilitas publik. mengganggu perjalanan saya terlebih di jam sibuk (rush hour),,update terbaru menyebabkan saya tidak bisa login dgn no telepon dan email gagal terus padahal ini dibutuhkan utk akses fasilitas publik mengganggu perjalanan saya terlebih di jam sibuk rush hour
1373,"26 okt 2021, peduli lindungi error, log off sendiri, dak bisa login ada apa ya",,okt peduli lindungi error log off sendiri dak bisa login ada apa ya
1374,"min saya tidak bisa login dari no hp, sudah mendaftar",,min saya tidak bisa login dari no hp sudah mendaftar
1375,bego gabisa cek sertifikat vaksin malah force close aplikasinya,,bego tidakbisa cek sertifikat vaksin malah force close aplikasinya
1376,"didnt receive otp code in my email, how does i supossed to logged in back to this app?",,didnt receive otp code in my email how does i supossed to logged in back to this app
1377,"tdk bisa login by nomor handphone, infonya terjadi kesalahan terus, tapi kode otp masuk terus.",,tdk bisa login by nomor handphone infonya terjadi kesalahan terus tapi kode otp masuk terus
1378,setelah update malah ga bisa login. bisa info cara login yg bener gimana...,,setelah update malah tidak bisa login bisa info cara login yg bener gimana
1379,sejak update malah sering error ngga bisa check in,,sejak update malah sering error tidak bisa check in
1380,so slow 🦥,,so slow
1381,"awful,errors, and bugs.suddenly logged out and have to log in again.🙊",,awful errors and logged out and have to log in
1382,"aplikasi yg mengecewakan, sering sesi timeout, scan qr ga bisa bisa, developer kerja yang bener lah, udah dibayar negara juga",,aplikasi yg mengecewakan sering sesi timeout scan qr tidak bisa bisa developer kerja yang bener lah udah dibayar negara juga
1383,sangat bermanfaat dan praktis digunakan.,,sangat bermanfaat dan praktis digunakan
1384,setelah update tidak bisa log in.,,setelah update tidak bisa log in
1385,"sudah update terbaru (26 oct), tapi malah logout sendiri, login lagi malah error trus. app payah, banyak bugnya itu🤦🤦🤦 gak dipake salah, dipake ngeselin. malulah!",,sudah update terbaru oct tapi malah logout sendiri login lagi malah error trus app payah banyak bugnya tidak dipake salah dipake ngeselin malulah
1386,tolong ditingkatkan lagi performa aplikasi ya dengan baik yah.,,tolong ditingkatkan lagi performa aplikasi ya dengan baik yah
1387,saya ke log out sendiri dengan alasan sesi saya sudah habis lalu saat mau log in tidak bisa,,saya ke log out sendiri dengan alasan sesi saya sudah habis lalu saat mau log in tidak bisa
1388,update terbaru tidak mendeteksi gps dengan akurat sehingga menggangu saat check in yang gagal terus menerus. lalu akun dipaksa logout dan tidak bisa login kembali.,,update terbaru tidak mendeteksi gps dengan akurat sehingga menggangu saat check in yang gagal terus menerus lalu akun dipaksa logout dan tidak bisa login kembali
1389,gan bisa register,,gan bisa register
1390,lelet ..kalau memang wajib pake ini..harusnya di tingkatkan kinerja aplikasinya,,lelet memang wajib pake di tingkatkan kinerja aplikasinya
1391,"aplikasinya masih terlalu banyak bug, tolong di vendorkan saja, lemah",,aplikasinya masih terlalu banyak bug tolong di vendorkan saja lemah
1392,cant even login,,cant even login
1393,payah,,payah
1394,"habis diupdate malah gak bisa scan barcode, hrs login ulang yg bikin jd lama antri saat sedang terburu2 😪",,habis diupdate malah tidak bisa scan barcode hrs login ulang yg bikin jd lama antri saat sedang
