comment,processed,label_manual
baik manfaat,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak manfaat_guna_untung_fungsi_arti,1
oke,oke_ya,1
manfaat deteksi lokasi papar covid kita mengindari,manfaat_guna_untung_fungsi_arti deteksi posisi_lokasi_tempat papar covid mengindari,1
isi tanggal lahir lelah,daya_isi tanggal_bulan_hari lahir_keluar_timbul_jadi_muncul lelah_payah,1
tau guna nya,tau manfaat_guna_bagi_fungsi_untuk_buat nya,1
lacak aman,lacak mantap_aman_selamat,1
okeh bisa masuk,okeh bisa_sanggup_dapat masuk_kena_turun_sampai,1
bagus mantap aplikasi,baik_bagus_keren percaya_aman_kuat_mantap operasi_aplikasi,1
bagus,baik_bagus_keren,1
baik bantu,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak angkat_bantu_beri_tolong_dukung,1
bagus aplikasi nya,baik_bagus_keren operasi_aplikasi nya,1
oke,oke_ya,1
mantap,percaya_aman_kuat_mantap,1
oke,oke_ya,1
oke guna,oke_ya manfaat_guna_bagi_fungsi_untuk_buat,1
aplikasi sangat bantu mengdapatkan sertifikat awal bingung pada saya hasil sertifikat vaksinya terimakasih kasih,operasi_aplikasi angkat_bantu_beri_tolong_dukung mengdapatkan surat_sertifikat bingung saya_kami hasil surat_sertifikat vaksinya terimakasih bagi_cinta_sayang_beri_kasih_prihatin,1
bantu,angkat_bantu_beri_tolong_dukung,1
bagus,baik_bagus_keren,1
tampil regristasi vaksin bisa regristasi vaksin keluarga istri anak bisa daftar ya untuk dapat vaksin,tampil_maju regristasi vaksin bisa_sanggup_dapat regristasi vaksin keluarga istri_teman anak_budak_darah_anggota bisa_sanggup_dapat jadwal_register_daftar sungguh_betul_ya_iya_oke bisa_sanggup_dapat_terima vaksin,0
aplkasi mantaf masq pandemi,aplkasi mantaf masq pandemi_wabah,0
aplikasi mantap tanya ya daftar vaksin sdh dpt tiket lokasi faskes vaksin yg laku ya,operasi_aplikasi percaya_aman_kuat_mantap sungguh_betul_ya_iya_oke jadwal_register_daftar vaksin sdh dpt kartu_tiket posisi_lokasi_tempat faskes vaksin laku sungguh_betul_ya_iya_oke,0
istimewa,hebat_istimewa_sempurna_khusus_penting,1
bantu,angkat_bantu_beri_tolong_dukung,1
manfaat guna,manfaat_guna_untung_fungsi_arti manfaat_guna_bagi_fungsi_untuk_buat,1
mantab aman dach,mantab mantap_aman_selamat dach,1
baik tau daerah zona merah,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tau negeri_kampung_lokasi_wilayah_tempat_area_daerah_bidang_alam_zona wilayah_tempat_area_daerah_alam_zona merah,1
manfaat,manfaat_guna_untung_fungsi_arti,1
sertifikat vaksin belum,surat_sertifikat vaksin,-1
mantap,percaya_aman_kuat_mantap,1
oke,oke_ya,1
bagus,baik_bagus_keren,1
manfaat,manfaat_guna_untung_fungsi_arti,1
bantu,angkat_bantu_beri_tolong_dukung,1
oke bantu,oke_ya angkat_bantu_beri_tolong_dukung,1
bantu,angkat_bantu_beri_tolong_dukung,1
keren,keren,1
manfaat bantu utk kita ada zona aman zona merah,manfaat_guna_untung_fungsi_arti angkat_bantu_beri_tolong_dukung utk lahir_tampil_hidup_sedia_ada_jadi_muncul wilayah_tempat_area_daerah_alam_zona mantap_aman_selamat wilayah_tempat_area_daerah_alam_zona merah,1
mantap,percaya_aman_kuat_mantap,1
bagus,baik_bagus_keren,1
moga indonesia bisa baik,moga_agar indonesia bisa_sanggup_dapat ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
alhamdulillah puji gusti punya applikasi bisa bangga,alhamdulillah puji gusti applikasi bisa_sanggup_dapat besar_bangga,1
bantu,angkat_bantu_beri_tolong_dukung,1
bagus sangat manfaat,baik_bagus_keren manfaat_guna_untung_fungsi_arti,1
telah baharu aplk tidak bisa,baharu aplk tak_tidak_kagak bisa_sanggup_dapat,1
bagus,baik_bagus_keren,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
bantu info vaksin covid,angkat_bantu_beri_tolong_dukung info vaksin covid,1
oke,oke_ya,1
oke,oke_ya,1
bagus,baik_bagus_keren,1
cara hapus sertifikat vaksin mungkin vaksin salah input nomer telpon pake nomer telpon di akun jadi sangat mangganggu,lenyap_hapus_hilang surat_sertifikat vaksin vaksin meleset_cacat_salah_lupa input nomer telpon pake nomer telpon akun hebat_betul_banyak_sekali_besar_payah_paling_sangat mangganggu,0
oke bagus nice,oke_ya baik_bagus_keren nice,1
oke,oke_ya,1
sy sdh sertifikat ko tidak muncul ya,sy sdh surat_sertifikat ko tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul sungguh_betul_ya_iya_oke,-1
bantu,angkat_bantu_beri_tolong_dukung,1
kerja baik,operasi_fungsi_kerja_aktivitas ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
terimakasih kasih aplikasi nya,terimakasih bagi_cinta_sayang_beri_kasih_prihatin operasi_aplikasi nya,1
bisa msuk,bisa_sanggup_dapat msuk,1
mantap,percaya_aman_kuat_mantap,1
bagus,baik_bagus_keren,1
oke banget,oke_ya sungguh_betul_sekali_banget_begitu_sangat,1
vaksin x,vaksin x,0
bagus,baik_bagus_keren,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
aplikasi lumayan lertama kali menit lngsung hasil,operasi_aplikasi lumayan_sedang_juga_pada_bahasa lertama waktu_saat_ketika_kali menit lngsung hasil,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
aplikasi bagus cegah interaksi sebar covid,operasi_aplikasi baik_bagus_keren cegah interaksi sebar_bagi_kirim covid,1
penting semu,semu,1
bagus,baik_bagus_keren,1
moga manfaat mari dukung,moga_agar manfaat_guna_untung_fungsi_arti ayo_mari_yuk dukung_bawa,1
baik deteksi area yg papar,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak deteksi wilayah_tempat_area_daerah_zona papar,1
bagus,baik_bagus_keren,1
alhamdulillah moga semua lindung segala sakit salam sehat aamiin,alhamdulillah moga_agar lindung sakit salam_selamat sehat_enak_fit_segar aamiin,1
manfaat u cek sertifikat terimakasih,manfaat_guna_untung_fungsi_arti u cek surat_sertifikat terimakasih,1
bantu,angkat_bantu_beri_tolong_dukung,1
goodjob bantu,goodjob angkat_bantu_beri_tolong_dukung,1
kalau bisa peta meping zona merah biar bisa yg masuk zona merah terimakasih,bisa_sanggup_dapat peta meping wilayah_tempat_area_daerah_alam_zona merah biar bisa_sanggup_dapat masuk_kena_turun_sampai wilayah_tempat_area_daerah_alam_zona merah terimakasih,0
presisi,presisi_akurasi,1
bagus lgs bisa cek vaksin,baik_bagus_keren lgs bisa_sanggup_dapat cek vaksin,1
moga manfaat,moga_agar manfaat_guna_untung_fungsi_arti,1
bantu,angkat_bantu_beri_tolong_dukung,1
penting pergi,berangkat_pergi_hilang,1
maaf kalau selalu terang tidak komeksi internet signal ok mohon bantu,maaf_ampun tetap_selalu_saja nyata_jelas_terang_valid tak_tidak_kagak komeksi internet signal ok harap_minta_mohon angkat_bantu_beri_tolong_dukung,-1
bagus dan bantu,baik_bagus_keren angkat_bantu_beri_tolong_dukung,1
aplikasi dapat bantu sadar masyarakat perlu untung,operasi_aplikasi angkat_bantu_beri_tolong_dukung bangun_paham_sehat_sadar_pulih_tahu_segar_maklum publik_masyarakat_bangsa_rakyat untung_manfaat_guna,1
oke,oke_ya,1
bagus,baik_bagus_keren,1
tes coba,tes kalau_coba_jika,1
bantu yuk saling peduli lindung bumi moga sehat,angkat_bantu_beri_tolong_dukung yuk tahu_peduli lindung alam_bumi_dunia moga_agar sehat_enak_fit_segar,1
aplikasi fungsi baik guna sangat ramah,operasi_aplikasi tugas_fungsi_manfaat_guna ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak manfaat_guna_bagi_fungsi_untuk_buat ramah_ringan,1
bantu,angkat_bantu_beri_tolong_dukung,1
ok bantu banget,ok angkat_bantu_beri_tolong_dukung sungguh_betul_sekali_banget_begitu_sangat,1
simple tidak ribet kertas kluarin kartu tunjukin,simple tak_tidak_kagak ribet kertas kluarin kartu_tiket_surat tunjukin,1
kerja,operasi_fungsi_kerja_aktivitas,1
bagus,baik_bagus_keren,1
mantap,percaya_aman_kuat_mantap,1
udah vaksin,udah vaksin,1
bagus,baik_bagus_keren,1
mantap,percaya_aman_kuat_mantap,1
bagus,baik_bagus_keren,1
manfaat,manfaat_guna_untung_fungsi_arti,1
manfaat,manfaat_guna_untung_fungsi_arti,1
bantu,angkat_bantu_beri_tolong_dukung,1
bagus mudah guna,baik_bagus_keren sederhana_agar_gampang_mudah_ringan_lancar manfaat_guna_bagi_fungsi_untuk_buat,1
oke,oke_ya,1
bagus,baik_bagus_keren,1
oke,oke_ya,1
oke mantap,oke_ya percaya_aman_kuat_mantap,1
bantu,angkat_bantu_beri_tolong_dukung,1
oke,oke_ya,1
moga manfaat manusia,moga_agar manfaat_guna_untung_fungsi_arti orang_manusia,1
minta tolong ada kendala sertipikat vaksin belum bantu,tolong_bantu kendala sertipikat vaksin angkat_bantu_beri_tolong_dukung,-1
bantu kita ke luar kota naik pesawat,angkat_bantu_beri_tolong_dukung ke asing_luar kota pesawat,1
apk sangat bagus,apk baik_bagus_keren,1
aplikasi yg bantu,operasi_aplikasi angkat_bantu_beri_tolong_dukung,1
bantu,angkat_bantu_beri_tolong_dukung,1
lebih baik jangan kalah app yg tidak yg di playstore,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak mundur_kalah app tak_tidak_kagak pada_di_dalam playstore,0
akses vaksin tidak padahal data masuk sudah du vaksin,akses vaksin tak_tidak_kagak data_statistik_informasi_fakta_bukti masuk_kena_turun_sampai du vaksin,-1
suka aplikasi,mau_puas_suka operasi_aplikasi,1
bantu,angkat_bantu_beri_tolong_dukung,1
ok dukung,ok dukung_bawa,1
usaha bagus,cara_daya_jalan_usaha_upaya_bisnis_ikhtiar baik_bagus_keren,1
oke mantap,oke_ya percaya_aman_kuat_mantap,1
terimakasih kasih ya,terimakasih bagi_cinta_sayang_beri_kasih_prihatin sungguh_betul_ya_iya_oke,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
bantu dan aplikasi sangat mudah guna,angkat_bantu_beri_tolong_dukung operasi_aplikasi sederhana_agar_gampang_mudah_ringan_lancar manfaat_guna_bagi_fungsi_untuk_buat,1
manfaat,manfaat_guna_untung_fungsi_arti,1
bagus,baik_bagus_keren,1
tidak bisa buka sertifikat vaksin,tak_tidak_kagak bisa_sanggup_dapat buka_aktif surat_sertifikat vaksin,-1
bantu,angkat_bantu_beri_tolong_dukung,1
bagus bantu,baik_bagus_keren angkat_bantu_beri_tolong_dukung,1
bagus,baik_bagus_keren,1
bagus,baik_bagus_keren,1
manfaat,manfaat_guna_untung_fungsi_arti,1
sy sdh vaksin x tp card nya nya tidak muncul tolong sy cetak kartu nya terimakasih kasih,sy sdh vaksin x tp card nya nya tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul tolong_bantu sy cetak kartu_tiket_surat nya terimakasih bagi_cinta_sayang_beri_kasih_prihatin,-1
tgl sudah vaksin ko tidak sms masuk jadwal vaksin di aplikasi sertifikat nya di bantu,tgl vaksin ko tak_tidak_kagak sms masuk_kena_turun_sampai jadwal_program vaksin operasi_aplikasi surat_sertifikat nya angkat_bantu_beri_tolong_dukung,-1
simple praktis,simple praktis_positif_efektif,1
bagus dn bantu,baik_bagus_keren dn angkat_bantu_beri_tolong_dukung,1
bagus,baik_bagus_keren,1
bagus,baik_bagus_keren,1
mudah lihat,sederhana_agar_gampang_mudah_ringan_lancar tentang_pantau_lihat_temu_kunjung,1
bermangfaat ini aplikasi nya peduli lindungu,bermangfaat operasi_aplikasi nya tahu_peduli lindungu,1
puas,puas_pada,1
bagus,baik_bagus_keren,1
deteksi mall bagus,deteksi mall baik_bagus_keren,1
bagus,baik_bagus_keren,1
ikhtiar moga maksimal tawakal,jalan_cara_usaha_ikhtiar moga_agar mentok_maksimal tawakal,0
terimakasih kasih,terimakasih bagi_cinta_sayang_beri_kasih_prihatin,1
bantu,angkat_bantu_beri_tolong_dukung,1
terimakasih dgn pedulilindungi ini bisa waspada,terimakasih dgn pedulilindungi bisa_sanggup_dapat waspada,1
telah update tidak bisa lihat sertifukat vaksin nya,update tak_tidak_kagak bisa_sanggup_dapat tentang_pantau_lihat_temu_kunjung sertifukat vaksin nya,-1
oke,oke_ya,1
pedulilindungi efektif memberika informasi berita daerah warna zonasi pedulilindungi filter bagi yg di vaksin dapat akses dapat leluasa beraktifitas akan sebar covid,pedulilindungi sehat_positif_efektif_mempan memberika fakta_berita_informasi_data informasi_berita_info negeri_kampung_lokasi_wilayah_tempat_area_daerah_bidang_alam_zona warga_warna_kelas zonasi pedulilindungi filter yang vaksin akses leluasa beraktifitas sebar_bagi_kirim covid,1
mantap,percaya_aman_kuat_mantap,1
masuk kondisional,masuk_kena_turun_sampai kondisional,0
tidak bisa buka,tak_tidak_kagak bisa_sanggup_dapat buka_aktif,-1
mantap,percaya_aman_kuat_mantap,1
bantu,angkat_bantu_beri_tolong_dukung,1
puas,puas_pada,1
mantap,percaya_aman_kuat_mantap,1
mantap,percaya_aman_kuat_mantap,1
indonesia,indonesia,0
mudah guna,sederhana_agar_gampang_mudah_ringan_lancar manfaat_guna_bagi_fungsi_untuk_buat,1
bantu memgetahui situasi,angkat_bantu_beri_tolong_dukung memgetahui kondisi_posisi_situasi_status,1
bagus bantu,baik_bagus_keren angkat_bantu_beri_tolong_dukung,1
bantu,angkat_bantu_beri_tolong_dukung,1
baru download aplikasi ketika login pemberitahuan sesi telah habis mohon login ulang mohon baik saya susah masuk tempat kalau tidak dapat login aplikasi pedulilindung,aktual_mutakhir_baru_segar download operasi_aplikasi login pemberitahuan sesi_tahap rugi_beres_khatam_habis_putus_kosong_hilang_selesai_lenyap harap_minta_mohon login kembali_ulang harap_minta_mohon ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak berat_repot_sulit_payah_susah masuk_kena_turun_sampai kalau_bagi_untuk_jika tak_tidak_kagak login operasi_aplikasi pedulilindung,-1
masuk kali bahkan menit kode terima dari orang kumpul lobi tidak bisa masuk terimakasih kasih buat buang menit mungkin dari kami baik baik ini,masuk_kena_turun_sampai waktu_saat_ketika_kali menit kode_tanda_etik terima bangsa_orang_manusia kumpul lobi tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai terimakasih bagi_cinta_sayang_beri_kasih_prihatin buang menit tentang_dari_sejak_semenjak_pada ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
aplikasi aneh butuh ke logout pas login otpnya banget nyampe menit keluar pas diinput tidak valid kalo tau aplikasi tolong prioritas maintenance nya wajib pake apps tapi appsnya jelek apps anggar negara kayak gin payah,operasi_aplikasi asing_aneh_absurd butuh logout betul_cocok_sedang_pas_kompatibel login otpnya sungguh_betul_sekali_banget_begitu_sangat nyampe menit betul_cocok_sedang_pas_kompatibel diinput tak_tidak_kagak terang_jadi_kuat_valid kalo tau operasi_aplikasi tolong_bantu prioritas maintenance nya tentu_wajib_mesti_tetap_harus_perlu pake apps appsnya jelek apps anggar negeri_kampung_wilayah_daerah_dunia_negara_zona kayak gin berat_parah_sulit_payah_serius_lelah_lambat_susah_sangat_keras,-1
tiap update log in sekarang log in pakai tidak masuk gimana dah ya,update log in log in pakai tak_tidak_kagak masuk_kena_turun_sampai gimana dah sungguh_betul_ya_iya_oke,-1
error yah kak session abis paksa login ulang otp kirim session nyangkut kali paksa tunggu jam,error yah kak session abis paksa login kembali_ulang otp kirim session nyangkut waktu_saat_ketika_kali paksa tunggu tanda_jam,-1
gimana si guna angkut verify otp fail pas coba malah suruh coba jam gimana sedang semua halte suruh scan barcode,gimana si manfaat_guna_bagi_fungsi_untuk_buat angkut verify otp fail betul_cocok_sedang_pas_kompatibel kalau_coba_jika suruh_perintah kalau_coba_jika tanda_jam gimana semua halte suruh_perintah scan barcode,-1
salah,meleset_cacat_salah_lupa,-1
alam buruk otp tidak kirim kali akhir terima tetapi waktu sesi coba masuk lagi larang jam freakines sakit guna magang kembang aplikasi anda perintah serakah,bumi_negeri_tempat_daerah_dunia_bidang_negara_alam_zona rusak_buruk_kasar_busuk_negatif_jelek_cacat otp tak_tidak_kagak kirim waktu_saat_ketika_kali terima periode_janji_saat_tempo_kali_waktu_era_masa sesi_tahap kalau_coba_jika masuk_kena_turun_sampai larang tanda_jam freakines sakit manfaat_guna_bagi_fungsi_untuk_buat matang_magang_masak kembang operasi_aplikasi tugas_order_perintah serakah,-1
main unduh tidak tidak tidak bisa login aplikasi ambil oleout,main unduh tak_tidak_kagak tak_tidak_kagak tak_tidak_kagak bisa_sanggup_dapat login operasi_aplikasi jangkau_ambil_rekam_tarik_terima_kait oleout,-1
diksh menit masa laku sms otpnya pas log in ulang abis update versi aplikasi tapi smsnya nyampe lbh dr menit coba bahkan tidak sms otp please deh ngeselin ampe skrg bisa log in lg,diksh menit laku sms otpnya betul_cocok_sedang_pas_kompatibel log in kembali_ulang abis update tipe_versi_cara_jenis operasi_aplikasi smsnya nyampe lbh dr menit kalau_coba_jika tak_tidak_kagak sms otp please deh ngeselin ampe skrg bisa_sanggup_dapat log in lg,-1
bandara app nya tidak bisa pakai ken kasar coba ulang kali kunci,bandara app nya tak_tidak_kagak bisa_sanggup_dapat pakai ken buruk_kasar_jelek_nyata_keras kalau_coba_jika kembali_ulang waktu_saat_ketika_kali daya_kunci,-1
update app nya susah akses tibatiba logout verifikasi ulang sekali,update app nya berat_repot_sulit_payah_susah akses tibatiba logout tes_validasi_verifikasi_konfirmasi kembali_ulang,-1
versi udah oke nyesel diupdate jd susah login abis login sesi udh abis verifikasi nomor sama parah banget lagnya turun kualitas banget tidak bisa masuk aplikasi tidak pakai aplikasi,tipe_versi_cara_jenis udah oke_ya nyesel diupdate jd berat_repot_sulit_payah_susah login abis login sesi_tahap udh abis tes_validasi_verifikasi_konfirmasi nomor_angka berat_parah_payah_serius_sangat_keras sungguh_betul_sekali_banget_begitu_sangat lagnya turun status_kualitas_jenis_mutu_tingkat_kelas sungguh_betul_sekali_banget_begitu_sangat tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai operasi_aplikasi tak_tidak_kagak pakai operasi_aplikasi,-1
punya log out minta kode otp tidak kirim mana ngantri halte,log out kode_tanda_etik otp tak_tidak_kagak kirim ngantri halte,-1
diupdate tidak bisa guna aplikasi diinstall ulang saja stak form tuju syarat tentu cepat baik sampai tunggu hari akan ubah bintang sudah normal terimakasih,diupdate tak_tidak_kagak bisa_sanggup_dapat manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi diinstall kembali_ulang stak form tuju term_syarat_kondisi kunjung_cepat_lekas_segera ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tunggu tentu_tentang_bagi_sama_untuk_mau_akan_buat_pada pindai_ubah_ganti_pindah bintang wajar_normal_biasa_tipikal_standar terimakasih,-1
tidak bisa login sudah isi kode otp sesuai sms request tidak masuk jam lalu mohon segera baik ini untuk pergi guna ecek hasil tes,tak_tidak_kagak bisa_sanggup_dapat login daya_isi kode_tanda_etik otp sinkron_cocok_sesuai sms request tak_tidak_kagak masuk_kena_turun_sampai tanda_jam harap_minta_mohon ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak buat_bagi_untuk_akan berangkat_pergi_hilang manfaat_guna_bagi_fungsi_untuk_buat ecek hasil tes,-1
update bagus tp songong banget sih bapak gua gitu malah tidak bisa log in kalo niat bikin aplikasi tuh yg benerr bikin susah warga aja aplagi yg krja di pabrik hari scan trus gimana ni anjirr anjir nyesel gua update anjiirrr benerin dah tuh aplikasi bikin resah doang gemees gue benerin yg bener,update baik_bagus_keren tp songong sungguh_betul_sekali_banget_begitu_sangat sih_si gua gitu tak_tidak_kagak bisa_sanggup_dapat log in kalo maksud_janji_niat bikin operasi_aplikasi tuh benerr bikin berat_repot_sulit_payah_susah anggota_anak_keluarga_warga_orang aja aplagi krja pabrik scan trus gimana ni anjirr anjir nyesel gua update anjiirrr benerin dah tuh operasi_aplikasi bikin resah hanya_saja_doang_juga gemees gue benerin bener,-1
updatenya bikin login susah kode otp bgt kirim,updatenya bikin login berat_repot_sulit_payah_susah kode_tanda_etik otp bgt kirim,-1
aplikasi gagal qc harus mudah sulit usernya which tidak orang punya smartphone compitable aplikasi jadi aplikasi wajib mostly common place jujur aplikasi baik tuju baik tapi masalah development nya masih banyak baik upgrade moga developer bisa baik cacat thankyou,operasi_aplikasi gagal_rusak_kalah qc sederhana_agar_gampang_mudah_ringan_lancar berat_repot_sulit_payah_serius_susah usernya which tak_tidak_kagak bangsa_orang_manusia smartphone compitable operasi_aplikasi operasi_aplikasi tentu_wajib_mesti_tetap_harus_perlu mostly common place andal_jujur operasi_aplikasi ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tuju ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak problem_masalah development nya besar_banyak_penuh ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak upgrade moga_agar developer bisa_sanggup_dapat ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak rusak_buruk_salah_kurang_cacat thankyou,-1
