comment,id,en,id_processed,en_processed,label_manual,svm_id,svm_en
"sangat bermanfaat untuk mendeteksi lokasi yang terpapar covid 19, agar kita dapat mengindari.","sangat bermanfaat untuk mendeteksi lokasi yang terpapar covid 19, agar kita dapat mengindari.","it is useful to detect the location exposed to covid 19, so that we can avoid it.",,,1,,
terimakasih,terimakasih,thank you,,,1,,
untuk pengisian tanggal lahir melelahkan,untuk pengisian tanggal lahir melelahkan,for filling tiring birth date,,,1,,
blm tau guna kan nya,blm tau guna kan nya,i don't know it,,,1,,
tetap jaga jarak aman,tetap melacak aman,stay keep track of safe,,,1,,
"okeh, sudah bisa masuk","okeh, sudah bisa masuk","ok, you can enter",,,1,,
bagus dan mantap aplikasinya,bagus dan mantap aplikasinya,good and steady application,,,1,,
bagus,bagus,good,,,1,,
sangat baik sangat membantu,sangat baik sangat membantu,very good very helpful,,,1,,
bagus aplikasi nya,bagus aplikasi nya,nice application,,,1,,
ok,oke,ok,,,1,,
mantap,mantap,great,,,1,,
oke too,oke juga,oke too,,,1,,
top,atas,top,,,1,,
oke sangat berguna,oke sangat berguna,okay very useful,,,1,,
aplikasi ini sangat membantu saya mengdapatkan sertifikat walaupun awalnya sempat bingung namun pada akhirnya saya berhasil mendapatkan sertifikat vaksinya terima kasih banyak,aplikasi ini sangat membantu saya mengdapatkan sertifikat walaupun awalnya sempat bingung namun pada akhirnya saya berhasil mendapatkan sertifikat vaksinya terima kasih banyak,this application really helped me get a certificate even though it was originally confused but in the end i managed to get a vacuement of his vaccination thank you very much,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
bagus,bagus,good,,,1,,
"di tampilan ada regristasi vaksin, bisa regristasi vaksin untuk keluarga, apakah untuk istri dan anak bisa didaftarkan juga ya untuk mendapatkan vaksin ?","di tampilan ada regristasi vaksin, bisa regristasi vaksin untuk keluarga, apakah untuk istri dan anak bisa didaftarkan juga ya untuk mendapatkan vaksin ?","in the display there is a vaccine regristation, can register vaccines for families, whether for wives and children can also be registered too to get a vaccine?",,,0,,
aplkasi mantaf di masq pandemi,aplkasi mantaf di masq pandemi,appasi mantaf at masq pandemic,,,0,,
aplikasi mantap boleh tanya ya kalau daftar vaksin dan sdh dpt tiket dan lokasi semua faskes vaksin apa yg harus dilakukan ya,aplikasi mantap boleh tanya ya kalau daftar vaksin dan sdh dpt tiket dan lokasi semua faskes vaksin apa yg harus dilakukan ya,a steady application may ask if the vaccine list and get a ticket and the location of all the vaccine facts what to do huh,,,0,,
istimewa 👍👍👍,istimewa 👍👍👍,special 👍👍👍,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
sangatlah bermanfaat bagi penggunanya,sangatlah bermanfaat bagi penggunanya,it is very useful for users,,,1,,
mantab...aman dach,mantab...aman dach,mantab ... safe dach,,,1,,
"sangat baik, jadi tau daerah zona merah","sangat baik, jadi tau daerah zona merah","very good, so know the red zone area",,,1,,
sangat bermanfaat,sangat bermanfaat,very helpful,,,1,,
sertifikat vaksin ke 2 belum ada,sertifikat vaksin ke 2 belum ada,no 2 vaccine certificate does not yet exist,,,-1,,
gooooooood....,goooooooood ....,gooooooood....,,,1,,
mantap,mantap,great,,,1,,
ok,oke,ok,,,1,,
good,bagus,good,,,1,,
sangat bermanfaat,sangat bermanfaat,very helpful,,,1,,
sangat membantu.,sangat membantu.,very helpful.,,,1,,
oke sangat membantu,oke sangat membantu,okay very helpful,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
keren,keren,cool,,,1,,
sangat bermanfaat dan membantu utk mengetahui kita sedang berada di zona aman atau zona merah.,sangat bermanfaat dan membantu utk mengetahui kita sedang berada di zona aman atau zona merah.,very useful and helpful to find out we are in a safe zone or red zone.,,,1,,
mantap,mantap,great,,,1,,
good,bagus,good,,,1,,
😊 semoga indonesia bisa segera membaik 🙏🏻,😊 semoga indonesia bisa segera membaik 🙏🏻,😊 hopefully indonesia can improve immediately 🙏🏻,,,1,,
alhamdulillah puji gusti akhirnya punya juga applikasi yang bisa dibanggakan,alhamdulillah puji gusti akhirnya punya juga applikasi yang bisa dibanggakan,"alhamdulillah, thank you, gusti finally has an application that can be proud of",,,1,,
sangat membantu sekali,sangat membantu sekali,very helpful,,,1,,
"bagus, dan sangat bermanfaat","bagus, dan sangat bermanfaat","good, and very useful",,,1,,
kenapa setelah di perbaharui aplk ini gk bisa di buka..,kenapa setelah di perbaharui aplk ini gk bisa di buka..,why after updating this app can not be opened ...,,,1,,
good,bagus,good,,,1,,
sangat baik,sangat baik,very good,,,1,,
sangat membantu info tentang vaksin covid 19,sangat membantu info tentang vaksin covid 19,very helpful info about covid vaccine 19,,,1,,
ok,oke,ok,,,1,,
siiip,siiip.,siiip,,,1,,
baguuuuuuuuuuooooooossss,baguuuuuuuuuuooooooossss,baguuuuuuuuuuooooooosss.,,,1,,
"bagaimana cara hapus sertifikat vaksin punya orang.???????? kemungkinan waktu vaksin mereka salah input nomer telpon, pake nomer telpon saya. di akun saya jadi ada 2. sangat mangganggu.","bagaimana cara hapus sertifikat vaksin punya orang.???????? kemungkinan waktu vaksin mereka salah input nomer telpon, pake nomer telpon saya. di akun saya jadi ada 2. sangat mangganggu.","how do i delete vaccine certificates to have people. ???????? the possibility of their vaccine time is wrong input number telephone, use my telephone number. in my account so there is 2. very manggulang.",,,0,,
oke sudah bagus sekarang nice,oke sudah bagus sekarang nice,okay is good now nice,,,1,,
ok,oke,ok,,,1,,
sy sdh vaksin1 dan 2 sertifikat ko ga muncul ya,sy sdh vaksin1 dan 2 sertifikat ko ga muncul ya,i have a vaccine1 and 2 certificates don't appear yes,,,-1,,
sangat membantu,sangat membantu,very helpful,,,1,,
good job,kerja yang baik,good job,,,1,,
terima kasih aplikasi nya sangat membantu🙏,terima kasih aplikasi nya sangat membantu🙏,thank you the application is very helpful,,,1,,
bisa msuk mall😃,bisa msuk mall😃,can msuk mall😃,,,1,,
mantap,mantap,great,,,1,,
bagus,bagus,good,,,1,,
okeee...,okee ...,okeee ...,,,1,,
"oke, banget","oke, banget","okay, really",,,1,,
sudah vaksin 2 x,sudah vaksin 2 x,already vaccine 2 x,,,0,,
bagus,bagus,good,,,1,,
baik,baik,well,,,1,,
aplikasinya lumayan sangat bagus.saya lertama kali pakai.10 menit lngsung berhasil,aplikasinya lumayan sangat bagus.saya lertama kali pakai.10 menit lngsung berhasil,the application is pretty good very good. i lertama times use. 10 minutes lngsung succeeded,,,1,,
baik,baik,well,,,1,,
aplikasi sangat bagus untuk mencegah interaksi dan penyebaran covid 19,aplikasi sangat bagus untuk mencegah interaksi dan penyebaran covid 19,the application is very good for preventing the interaction and spread of covid 19,,,1,,
sangat penting bagi semuannya,sangat penting bagi semuannya,very important for all,,,1,,
okehhh,okehhh.,okehhh,,,1,,
good,bagus,good,,,1,,
moga manfaat dan mari kita dukung,moga manfaat dan mari kita dukung,hope benefits and let's support it,,,1,,
baik untuk mendeteksi dini area yg terpapar.,baik untuk mendeteksi dini area yg terpapar.,good for detecting early arranged areas.,,,1,,
bagus,bagus,good,,,1,,
"alhamdulillah... semoga kita semua terlindungi dari segala penyakit, salam sehat selalu aamiin 🤲🤲🤲","alhamdulillah... semoga kita semua terlindungi dari segala penyakit, salam sehat selalu aamiin 🤲🤲🤲","alhamdulillah ... hope we are all protected from all diseases, healthy greetings always aamiin 🤲🤲🤲",,,1,,
bermamfaat u / cek sertifikat terimakasih,bermamfaat u / cek sertifikat terimakasih,useful u / check thank you certificate,,,1,,
bagussss,bagussss,bigsss.,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
goodjob... sangat membantu... trimakasih2021xxx...,goodjob... sangat membantu... trimakasih2021xxx...,goodjob ... very helpful ... trimakasih2021xxx ...,,,1,,
"pak kalau bisa ada peta meping zona merahnya pak, biar kita bisa tahu provinsi/derah/kota/desa yg termasuk zona merah. terimakasih","pak kalau bisa ada peta meping zona merahnya pak, biar kita bisa tahu provinsi/derah/kota/desa yg termasuk zona merah. terimakasih","sir, if there can be a map of the red zone, sir, so we can know the province / hangles / city / village including the red zone. thank you",,,0,,
100% presisi,100% presisi,100% precision,,,1,,
bagus sekali lgs bisa cek vaksin,bagus sekali lgs bisa cek vaksin,nice lgs can check the vaccine,,,1,,
semoga bermanfaat...,semoga bermanfaat...,hope it is useful...,,,1,,
membantu sekali,membantu sekali,helpful,,,1,,
sangat penting untuk bepergian,sangat penting untuk bepergian,very important for traveling,,,1,,
"maaf, koq kalau mau dibuka.. selalu ada keterangan tidak ada komeksi internet yaa..??? padahal signal ok punya. mohon bantuannya.","maaf, koq kalau mau dibuka.. selalu ada keterangan tidak ada komeksi internet yaa..??? padahal signal ok punya. mohon bantuannya.","sorry, if you want to open it ... there is always a statement there is no internet commission ... ??? even though the signal is ok. please help.",,,-1,,
bagus sekali dan sangat membantu,bagus sekali dan sangat membantu,nice and very helpful,,,1,,
dengan aplikasi ini dapat membantu kesadaran masyarakat akan perlunya paksin untuk kepentinga bersama,dengan aplikasi ini dapat membantu kesadaran masyarakat perlu perlunya saling menguntungkan,with this app can help the awareness of society the need for the need for a mutual,,,1,,
ok,oke,ok,,,1,,
jos,jika,if,,,1,,
bagus,bagus,good,,,1,,
tes dicoba,tes dicoba,test tried,,,1,,
sangat membantu...yuk kita saling peduli lindungi...demi bumi ini semoga semua sehat....aamiin,sangat membantu...yuk kita saling peduli lindungi...demi bumi ini semoga semua sehat....aamiin,very helpful ... let's care about each other protect ... for the sake of this earth hopefully all healthy .... aamiin,,,1,,
the app is working properly.. very friendly user!,aplikasi ini berfungsi dengan baik .. pengguna yang sangat ramah!,the app is working properly.. very friendly user!,,,1,,
mantab,mantab,mantab,,,1,,
ba ik,ba aku,ba me,,,1,,
membantu,membantu,help,,,1,,
ok membantu banget,ok membantu banget,ok really helpful,,,1,,
sangat simple g ribet bawa2 kertas atau kluarin kartu cukup tunjukin hp👍👍,sangat simple g ribet bawa2 kertas atau kluarin kartu cukup tunjukin hp👍👍,very simple g ribet brings paper or kluarin card simply point hp👍👍,,,1,,
good job👍👍,pekerjaan bagus👍👍,good job👍👍,,,1,,
good,bagus,good,,,1,,
mantap,mantap,great,,,1,,
saya udah vaksin,saya udah vaksin,i have vaccinated,,,1,,
bagus,bagus,good,,,1,,
mantap,mantap,great,,,1,,
good,bagus,good,,,1,,
sangat bermanfaat,sangat bermanfaat,very helpful,,,1,,
sangat bermanfaat,sangat bermanfaat,very helpful,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
sangat baik dan mudah digunakan,sangat bagus dan mudah digunakan,very good and easy to use,,,1,,
ok,oke,ok,,,1,,
good,bagus,good,,,1,,
ok,oke,ok,,,1,,
"oke, mantap","oke, mantap","okay, steady",,,1,,
sangat menbantu,sangat membantu,very helpful,,,1,,
ok,oke,ok,,,1,,
semoga bermanfaat bagi manusia,semoga bermanfaat bagi manusia,hopefully useful for humans,,,1,,
"saya minta tolong ,masih ada kendala,sertipikat vaksin saya blm,tampil.mksh,atas bantuannya","saya minta tolong ,masih ada kendala,sertipikat vaksin saya blm,tampil.mksh,atas bantuannya","i ask for help, there are still obstacles, my vaccine certificate is not yet, appearing.mksh, for his help",,,-1,,
membantu jika kita mau ke luar kota atau naik pesawat,membantu jika kita mau ke luar kota atau naik pesawat,help if we want to be out of town or take a plane,,,1,,
apk ini sangat bagus!,apk ini sangat bagus!,this apk is very nice!,,,1,,
aplikasi yg sangat membantu,aplikasi yg sangat membantu,application that is very helpful,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
harus lebih baik lagi...jgn kalah sama app yg gak penting yg ada di playstore,harus lebih baik lagi...jgn kalah sama app yg gak penting yg ada di playstore,it must be better ... don't lose the important app on the playstore,,,0,,
akses vaksin mengapa tidak keluar ? padahal data sudah masuk dan sudah du vaksin,akses vaksin mengapa tidak keluar ? padahal data sudah masuk dan sudah du vaksin,vaccine access why doesn't it come out? even though the data has entered and already du vaccine,,,-1,,
akurat,hanya,just,,,1,,
aku suka dengan aplikasi ini,aku suka dengan aplikasi ini,i like this application,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
"ok, sangat mendukung sekali","ok, sangat mendukung sekali","ok, very supportive",,,1,,
good effort,usaha yang bagus,good effort,,,1,,
oke mantap,oke mantap,okay good,,,1,,
sipp..lah... thanka ya,sipp..lah ... terima kasih ya,sipp..lah ... thanka ya,,,1,,
baik,baik,well,,,1,,
sangat membantu saya dan aplikasi ini sangat mudah di gunakan,sangat membantu saya dan aplikasi ini sangat mudah di gunakan,very helpful me and this application is very easy to use,,,1,,
bermanfaat 👍,bermanfaat 👍,useful 👍,,,1,,
good,bagus,good,,,1,,
ga bisa buka sertifikat vaksin,ga bisa buka sertifikat vaksin,can't open a vaccine certificate,,,-1,,
sangat membantu,sangat membantu,very helpful,,,1,,
new id,id baru.,new id,,,0,,
bagus sangat membantu,bagus sangat membantu,good very helpful,,,1,,
good,bagus,good,,,1,,
good,bagus,good,,,1,,
sangat bermanfaat,sangat bermanfaat,very helpful,,,1,,
sy sdh di vaksin 2 x tp card nya nya ga muncul tlg dong sy mau cetak kartu nya... terima kasih atas perhatiannya..,sy sdh di vaksin 2 x tp card nya nya ga muncul tlg dong sy mau cetak kartu nya... terima kasih atas perhatiannya..,"i have in vaccine 2 x but the card doesn't appear, i want to print the card ... thank you for your attention ..",,,-1,,
tgl 5/7/2021 saya sudah vaksin 1. tapi ko ga ada sms masuk untuk jadwal vaksin ke 2 nya.. di aplikasi pun sertifikat nya belum ada..mohon di bantu,tgl 5/7/2021 saya sudah vaksin 1. tapi ko ga ada sms masuk untuk jadwal vaksin ke 2 nya.. di aplikasi pun sertifikat nya belum ada..mohon di bantu,"date 5/7/2021 i have vaccinated 1. but there is no text in the second vaccine schedule ... in the application, the certificate does not yet exist ... please help",,,-1,,
simple dan praktis,simple dan praktis,simple and practical,,,1,,
cukup bagus dn membantu,cukup bagus dn membantu,pretty good and help,,,1,,
bagus.,bagus.,good.,,,1,,
terimakasih,terimakasih,thank you,,,1,,
bagus,bagus,good,,,1,,
mempermudah lihat sertifikat👍🏻🙏🏻,mempermudah lihat sertifikat👍🏻🙏🏻,easy to see the certificate👍🏻🙏🏻,,,1,,
sangat bermangfaat sekali ini aplikasi nya .terimakasi peduli lindungu,sangat bermangfaat sekali ini aplikasi nya .terimakasi peduli lindungu,very useful this application is the application,,,1,,
